src,hyp,tgt,label,target_word,mis_score
"I can only assure you here that there is such a thing as a <define> nervous </define> child ; whose nervous system is unstable ; who is easily upset ; whose pulse is apt to "" run away "" at any excitement ; who blushes and pales and sweats easily ; who tires easily ; and who may be subject to headache and eye strain .",any unstable conditioned by nerves,"Easily agitated or alarmed; edgy, on edge. [from 18th c.]",Hallucination,nervous,0.14943554997444153
He was suffering from deprivation of sleep . What is the meaning of deprivation ?,any deprivation of sleep,lack,Hallucination,deprivation,0.22435158491134644
"Oh , there was no warmth in the sunlight , and the sky was a <define> drabby </define> gray , and he was filled with bitterness unutterable . """,darkened by gloominess,"pale, lacking color.",Hallucination,drabby,0.24412672221660614
His many contributions in the field of mountain rescue work include developing a <define> backpackable </define> hydraulic winch ...,backpackable hydulic winch,Capable of being carried in a backpack.,Hallucination,backpackable,0.11313198506832123
His hair <define> spiked up </define>,Having been spiked up.,(intransitive) to become spiky,Hallucination,up,0.13352762162685394
The conference will coincide with his vacation . What is the meaning of coincide ?,To conincide with vacation,To occur at the same time .,Hallucination,coincide,0.13072414696216583
The entrance fee is refundable if you choose not to stay for more than half an hour . What is the meaning of refundable ?,undoable,"Able to be refunded in case of customer dissatisfaction , loss , breakage etc .",Hallucination,refundable,0.35444462299346924
"He did not see [ … ] that already , in the incipiency of his work , the heavy unmalleable element of mere book - knowledge would not congenially weld with the wide fluidness and <define> ethereal </define> airiness of spontaneous creative thought .",any thing that is ethereal or transcendental.,"Consisting of ether; hence, exceedingly light or airy; tenuous; spiritlike; characterized by extreme delicacy, as form, manner, thought, etc.",Hallucination,ethereal,0.18687716126441956
The sudden drop in temperature left everyone cold and confused . What is the meaning of sudden ?,"Suddenly, suddenly.",Happening quickly and with little or no warning .,Not Hallucination,,0.7676764726638794
Their performance was perfectly fine . What is the meaning of perfectly ?,Perfectly.,"Wholly , completely , totally .",Not Hallucination,,0.7451328039169312
"She is a fisherwoman , out on a trawler for days at a time . What is the meaning of fisherwoman ?",Woman who fishes.fisherman woman who fishes,A woman whose profession is catching fish .,Not Hallucination,,0.7618826627731323
The money from renting out a spare room can augment a salary . What is the meaning of augment ?,increase in number or quality.,To increase ; to make larger or supplement .,Hallucination,augment,0.20847977697849274
"Our spouses and children have become friends , and we have tag-teamed as presenters in local settings and at national conferences . What is the meaning of tag-team ?",To tag team together.,To alternate working with someone else in order to accomplish a task .,Hallucination,tag-team,0.2698504328727722
"An intensely private man , he kept chit-chat to a minimum . What is the meaning of intensely ?",Very intensely,"To an intense degree , extremely .",Not Hallucination,,0.895507276058197
The meeting was suspended for lunch . What is the meaning of suspend ?,Suspend something. To suspend something.,To halt something temporarily .,Not Hallucination,,0.831791877746582
"Sunning himself on the board steps , i saw for the first time mr. farquhar fenelon cooke.a silver snaffle on a heavy leather watch guard which connected the pockets of his corduroy waistcoat , together with a huge gold stirrup in his ascot tie , sufficiently proclaimed his tastes . What is the meaning of proclaim ?",To claim something as one's own.,To announce or declare .,Hallucination,proclaim,0.23520180583000183
"Many [ computer attacks of chinese origin ] are believed to be linked to cyberwarfare units of the people 's liberation army acting on behalf of state-owned , or state-affiliated , chinese companies . What is the meaning of cyberwarfare ?",warfare,"Warfare taking place on the Internet , as by disrupting critical online services .",Hallucination,cyberwarfare,0.4806782901287079
All quiet on the western front . What is the meaning of quiet ?,"Quietly, adverbally, adverbally, adverbally, adverbally, adverbally, adverbally, adverbally, adverbally, adverbally, adverbally, adverbally, adverbally, adverbally, adverbally, adverbally, adverbally",Having little motion or activity ; calm .,Not Hallucination,,0.83552086353302
"In the little fair created by the costers ' barrows the evening only seemed beginning ; and the naphtha flares made one 's eyes ache , the men 's voices grated harshly , and the girls ' faces saddened one . What is the meaning of flare ?",Alternative form of glare,A source of brightly burning light or intense heat .,Hallucination,flare,0.149461567401886
The tunnel goes underground at this point . What is the meaning of underground ?,Underground,Below the ground .,Not Hallucination,,0.8244431018829346
"We said earlier that we normally use a curved or bent piece of pipe at the top of the drainpipe where it is connected to the gutter , and a fitting at the bottom end of the drainpipe that directs the water into a channel or a drain or gully . What is the meaning of drainpipe ?",The top end of a drainpipe where it connects to the gutter,A verticle pipe carrying water from the roof gutter down the side of a building ; downspout .,Hallucination,drainpipe,0.12254614382982254
"Color change in New England is the tourist time , when people come to see the <define> leafage </define> turn brilliant colors .",any leafage,The leaves of plants collectively; foliage.,Hallucination,leafage,0.35305678844451904
"The one exception to this was William Hilhouse , who was widely regarded as the colonist with the greatest experience of the interior and its native inhabitants , on whose <define> behalf </define> he endlessly campaigned .",anything that is done by or in behalf of someone else,"The interest, benefit, or wellbeing of someone or something.",Hallucination,behalf,0.2689727544784546
